,chanlength,chan,chanbw,chanman,elvstd,gradient,chanflpn,changrad,chanbnkf,lzavin,lat,cropgrpn_o,mannings_o,soildepth3_i,soildepth1_f,cropgrpn_i,cropcoef_o,cropcoef_i,soildepth1_o,soildepth2_o,soildepth2_f,mannings_f,soildepth3_f,soildepth1_i,mannings_i,soildepth2_i,cropgrpn_f,soildepth3_o,cropcoef_f,et,es,ta,pr,e0,laii,laio,laif,thetar3,thetas2,genua1_f,genua1_o,lambda2_o,genua3_f,thetar1,lambda3,thetas3,ksat2_o,thetar2,ksat3_o,thetas3_o
1412,30.0471,30.0473,30.0472,30.0471,30.0473,30.5319,30.0473,30.0475,30.0472,30.0473,30.0473,30.0473,30.0448,30.0473,30.0473,30.0473,30.0473,30.0473,30.0473,30.0473,30.0473,30.0465,30.0473,30.0473,30.0473,30.0473,30.0473,30.0472,30.0473,30.0473,30.0473,34.5305,4.70161,30.0488,30.3178,30.0779,30.3792,30.4187,30.0473,30.0473,30.0473,30.0473,30.0473,26.9199,30.0472,20453.5,30.0473,30.0473,30.0473,30.0473
1413,27.9485,27.9487,27.9486,27.9485,27.9487,28.3352,27.9487,27.9489,27.9486,27.9487,27.9487,27.9487,27.946,27.9487,27.9487,27.9487,27.9487,27.9487,27.9487,27.9487,27.9487,27.9479,27.9487,27.9487,27.9487,27.9487,27.9487,27.9487,27.9487,27.9487,27.9487,31.9965,4.69925,27.9494,28.2064,27.9778,28.267,28.32,27.9487,27.9487,27.9487,27.9487,27.9487,24.8139,27.9487,7110.85,27.9487,27.9487,27.9487,27.9487
1414,29.2956,29.2954,29.2954,29.2956,29.2954,28.9271,29.2954,29.2951,29.2954,29.2954,29.2954,29.2954,29.2929,29.2954,29.2954,29.2954,29.2954,29.2954,29.2954,29.2954,29.2954,29.2946,29.2953,29.2954,29.2954,29.2954,29.2954,29.2953,29.2954,29.2954,29.2954,33.3274,4.69715,29.296,29.5427,29.3236,29.6041,29.6666,29.2954,29.2954,29.2954,29.2954,29.2954,27.324,29.2953,20481.3,29.2954,29.2954,29.2954,29.2954
1415,73.3611,73.3578,73.3585,73.3605,73.3578,65.1198,73.3578,73.3544,73.3587,73.3578,73.3578,73.3578,73.3591,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,73.3578,71.777,5.87552,105.303,73.611,73.3878,73.6766,73.729,73.3578,73.3578,73.3578,73.3578,73.3578,84.9259,73.3578,7174.88,73.3578,73.3578,73.3578,73.3578
1416,57.08,57.081,57.0808,57.0802,57.081,58.7669,57.081,57.0821,57.0808,57.081,57.081,57.081,57.0818,57.081,57.081,57.081,57.081,57.081,57.081,57.081,57.081,57.0809,57.081,57.081,57.081,57.081,57.081,57.081,57.081,57.081,57.081,58.3074,6.25939,63.694,57.4327,57.1266,57.5037,57.4521,57.081,57.081,57.081,57.081,57.081,61.532,57.081,20517.4,57.081,57.081,57.081,57.081
1417,48.3508,48.3513,48.3512,48.3509,48.3513,50.2927,48.3513,48.3518,48.3512,48.3513,48.3513,48.3513,48.3516,48.3513,48.3513,48.3513,48.3513,48.3513,48.3513,48.3513,48.3513,48.3511,48.3513,48.3513,48.3513,48.3513,48.3513,48.3513,48.3513,48.3513,48.3513,50.4401,5.33849,50.3574,48.6968,48.396,48.7721,48.7223,48.3513,48.3513,48.3513,48.3513,48.3513,50.1839,48.3513,7134.1,48.3513,48.3513,48.3513,48.3513
1418,41.8933,41.8939,41.8938,41.8934,41.8939,43.639,41.8939,41.8945,41.8937,41.8939,41.8939,41.8939,41.8935,41.8939,41.8939,41.8939,41.8939,41.8939,41.8939,41.8939,41.8939,41.8936,41.8939,41.8939,41.8939,41.8939,41.8939,41.8939,41.8939,41.8939,41.8939,44.203,5.07151,42.619,42.2259,41.9382,42.3107,42.2648,41.8939,41.8939,41.8939,41.8939,41.8939,41.1829,41.8939,20459.7,41.8939,41.8939,41.8939,41.8939
1419,37.5052,37.5056,37.5055,37.5053,37.5056,38.7651,37.5056,37.506,37.5055,37.5056,37.5056,37.5056,37.5046,37.5056,37.5056,37.5056,37.5056,37.5056,37.5056,37.5056,37.5056,37.5052,37.5056,37.5056,37.5056,37.5056,37.5056,37.5056,37.5056,37.5056,37.5056,39.8043,4.92422,37.8246,37.8188,37.5474,37.9002,37.8764,37.5056,37.5056,37.5056,37.5056,37.5056,35.3943,37.5056,7095.49,37.5056,37.5056,37.5056,37.5056
1420,34.2148,34.2151,34.2151,34.2149,34.2151,35.1111,34.2151,34.2155,34.2151,34.2151,34.2151,34.2151,34.2136,34.2151,34.2151,34.2151,34.2151,34.2151,34.2151,34.2151,34.2151,34.2146,34.2151,34.2151,34.2151,34.2151,34.2151,34.2151,34.2151,34.2151,34.2151,36.5184,4.86524,34.3758,34.5102,34.2546,34.5874,34.5859,34.2151,34.2151,34.2151,34.2151,34.2151,31.269,34.2151,20464.1,34.2151,34.2151,34.2151,34.2151
1421,31.555,31.5553,31.5552,31.5551,31.5553,32.1897,31.5553,31.5555,31.5552,31.5553,31.5553,31.5553,31.5535,31.5553,31.5553,31.5553,31.5553,31.5553,31.5553,31.5553,31.5553,31.5546,31.5552,31.5553,31.5553,31.5553,31.5553,31.5552,31.5553,31.5553,31.5553,34.7273,4.82419,31.6457,31.833,31.5924,31.9059,31.9259,31.5553,31.5553,31.5553,31.5553,31.5553,28.4979,31.5552,7105.09,31.5553,31.5553,31.5553,31.5553
1422,33.9694,33.969,33.9691,33.9693,33.969,33.5336,33.969,33.9685,33.9691,33.969,33.969,33.969,33.9675,33.969,33.969,33.969,33.969,33.969,33.969,33.969,33.969,33.9684,33.969,33.969,33.969,33.969,33.969,33.9689,33.969,33.969,33.969,37.155,4.79469,34.049,34.237,34.0044,34.3083,34.3395,33.969,33.969,33.969,33.969,33.969,32.3694,33.9689,20451.1,33.969,33.969,33.969,33.969
1423,32.7892,32.7893,32.7893,32.7892,32.7893,32.9975,32.7893,32.7894,32.7893,32.7893,32.7893,32.7893,32.7876,32.7893,32.7893,32.7893,32.7893,32.7893,32.7893,32.7893,32.7893,32.7887,32.7893,32.7893,32.7893,32.7893,32.7893,32.7893,32.7893,32.7893,32.7893,36.1256,4.77347,32.8284,33.0644,32.828,33.142,33.1597,32.7893,32.7893,32.7893,32.7893,32.7893,30.6001,32.7893,7110.03,32.7893,32.7893,32.7893,32.7893
1424,33.2643,33.2643,33.2643,33.2643,33.2643,33.0788,33.2643,33.2642,33.2643,33.2643,33.2643,33.2643,33.2627,33.2643,33.2643,33.2643,33.2643,33.2643,33.2643,33.2643,33.2643,33.2637,33.2642,33.2643,33.2643,33.2643,33.2643,33.2642,33.2643,33.2643,33.2643,36.6674,4.75674,33.2917,33.5337,33.3016,33.6121,33.6346,33.2643,33.2643,33.2643,33.2643,33.2643,31.7407,33.2642,20456.1,33.2643,33.2643,33.2643,33.2643
1425,31.4769,31.4771,31.4771,31.477,31.4771,31.7653,31.4771,31.4773,31.4771,31.4771,31.4771,31.4771,31.4754,31.4771,31.4771,31.4771,31.4771,31.4771,31.4771,31.4771,31.4771,31.4765,31.4771,31.4771,31.4771,31.4771,31.4771,31.4771,31.4771,31.4771,31.4771,34.8311,4.74406,31.4899,31.7538,31.5151,31.83,31.8474,31.4771,31.4771,31.4771,31.4771,31.4771,29.3572,31.4771,7118.0,31.4771,31.4771,31.4771,31.4771
1426,60.3642,60.3633,60.3635,60.3641,60.3633,54.5743,60.3633,60.3625,60.3636,60.3633,60.3633,60.3633,60.3641,60.3633,60.3633,60.3633,60.3633,60.3633,60.3633,60.3633,60.3633,60.3632,60.3633,60.3633,60.3633,60.3633,60.3633,60.3633,60.3633,60.3633,60.3633,61.9789,5.56701,80.0975,60.6328,60.3998,60.7086,60.7335,60.3633,60.3633,60.3633,60.3633,60.3633,67.8798,60.3633,20499.8,60.3633,60.3633,60.3633,60.3633
1427,77.4685,77.4672,77.4675,77.4683,77.4672,74.2346,77.4672,77.4659,77.4676,77.4672,77.4672,77.4672,77.4702,77.4672,77.4672,77.4672,77.4672,77.4672,77.4672,77.4672,77.4672,77.4676,77.4672,77.4672,77.4672,77.4672,77.4672,77.4672,77.4672,77.4672,77.4672,79.1581,6.29349,95.4905,77.8265,77.5082,77.884,77.8373,77.4672,77.4672,77.4672,77.4672,77.4672,89.5073,77.4672,7161.88,77.4672,77.4672,77.4672,77.4672
1428,62.2187,62.2191,62.219,62.2187,62.2191,64.4377,62.2191,62.2196,62.219,62.2191,62.2191,62.2191,62.2215,62.2191,62.2191,62.2191,62.2191,62.2191,62.2191,62.2191,62.2191,62.2194,62.2191,62.2191,62.2191,62.2191,62.2191,62.2191,62.2191,62.2191,62.2191,65.5671,6.09346,66.0814,62.6538,62.2671,62.7111,62.5891,62.2191,62.2191,62.2191,62.2191,62.2191,67.9189,62.2191,20464.0,62.2191,62.2191,62.2191,62.2191
1429,53.125,53.1254,53.1253,53.1251,53.1254,55.3479,53.1254,53.1259,53.1253,53.1254,53.1254,53.1254,53.127,53.1254,53.1254,53.1254,53.1254,53.1254,53.1254,53.1254,53.1254,53.1256,53.1254,53.1254,53.1254,53.1254,53.1254,53.1254,53.1254,53.1254,53.1254,56.0697,5.43196,54.2753,53.5566,53.173,53.6214,53.4953,53.1254,53.1254,53.1254,53.1254,53.1254,55.3462,53.1254,7091.88,53.1254,53.1254,53.1254,53.1254
1430,46.9372,46.9376,46.9375,46.9373,46.9376,48.7613,46.9376,46.9382,46.9375,46.9376,46.9376,46.9376,46.9383,46.9376,46.9376,46.9376,46.9376,46.9376,46.9376,46.9376,46.9376,46.9377,46.9376,46.9376,46.9376,46.9376,46.9376,46.9376,46.9376,46.9376,46.9376,49.5603,4.98774,47.3668,47.355,46.9849,47.4249,47.3074,46.9376,46.9376,46.9376,46.9376,46.9376,46.2311,46.9376,20430.6,46.9376,46.9376,46.9376,46.9376
1431,42.407,42.4073,42.4072,42.407,42.4073,43.7015,42.4073,42.4077,42.4072,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4072,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,42.4073,45.0275,4.87862,42.5996,42.8016,42.4521,42.869,42.777,42.4073,42.4073,42.4073,42.4073,42.4073,40.227,42.4073,7082.61,42.4073,42.4073,42.4073,42.4073
1432,63.3926,63.3913,63.3916,63.3923,63.3913,59.758,63.3913,63.39,63.3916,63.3913,63.3913,63.3913,63.3932,63.3913,63.3913,63.3913,63.3913,63.3913,63.3913,63.3913,63.3913,63.3916,63.3913,63.3913,63.3913,63.3913,63.3913,63.3913,63.3913,63.3913,63.3913,63.0963,5.15541,72.6486,63.7652,63.4337,63.8306,63.7609,63.3913,63.3913,63.3913,63.3913,63.3913,68.6688,63.3913,20476.4,63.3913,63.3913,63.3913,63.3913
1433,58.5986,58.5987,58.5987,58.5986,58.5987,59.1208,58.5987,58.5988,58.5987,58.5987,58.5987,58.5987,58.6002,58.5987,58.5987,58.5987,58.5987,58.5987,58.5987,58.5987,58.5987,58.5989,58.5987,58.5987,58.5987,58.5987,58.5987,58.5987,58.5987,58.5987,58.5987,59.4076,5.22321,60.9526,59.0471,58.6485,59.1049,58.9682,58.5987,58.5987,58.5987,58.5987,58.5987,60.6325,58.5987,7096.62,58.5987,58.5987,58.5987,58.5987
1434,50.0385,50.0391,50.039,50.0386,50.0391,51.6179,50.0391,50.0398,50.039,50.0391,50.0391,50.0391,50.0398,50.0391,50.0391,50.0391,50.0391,50.0391,50.0391,50.0391,50.0391,50.0392,50.0391,50.0391,50.0391,50.0391,50.0391,50.0391,50.0391,50.0391,50.0391,51.4892,4.9109,50.8036,50.4871,50.0885,50.5519,50.4086,50.0391,50.0391,50.0391,50.0391,50.0391,49.0016,50.0391,20429.6,50.0391,50.0391,50.0391,50.0391
1435,44.4509,44.4513,44.4512,44.451,44.4513,45.7495,44.4513,44.4518,44.4512,44.4513,44.4513,44.4513,44.4512,44.4513,44.4513,44.4513,44.4513,44.4513,44.4513,44.4513,44.4513,44.4512,44.4513,44.4513,44.4513,44.4513,44.4513,44.4513,44.4513,44.4513,44.4513,46.232,4.85128,44.7638,44.8741,44.4981,44.9373,44.8207,44.4513,44.4513,44.4513,44.4513,44.4513,41.7879,44.4513,7106.55,44.4513,44.4513,44.4513,44.4513
1436,43.3997,43.3996,43.3996,43.3997,43.3996,43.8654,43.3996,43.3994,43.3996,43.3996,43.3996,43.3996,43.3991,43.3996,43.3996,43.3996,43.3996,43.3996,43.3996,43.3996,43.3996,43.3994,43.3996,43.3996,43.3996,43.3996,43.3996,43.3996,43.3996,43.3996,43.3996,45.5364,4.81084,43.8416,43.7975,43.4436,43.8571,43.7688,43.3996,43.3996,43.3996,43.3996,43.3996,40.8935,43.3996,20464.2,43.3996,43.3996,43.3996,43.3996
1437,70.0969,70.0949,70.0954,70.0966,70.0949,65.0752,70.0949,70.0928,70.0955,70.0949,70.0949,70.0949,70.097,70.0949,70.0949,70.0949,70.0949,70.0949,70.0949,70.0949,70.0949,70.0953,70.0949,70.0949,70.0949,70.0949,70.0949,70.0949,70.0949,70.0949,70.0949,72.2645,5.3192,87.9,70.4789,70.1375,70.554,70.4641,70.0949,70.0949,70.0949,70.0949,70.0949,76.6394,70.0949,7152.83,70.0949,70.0949,70.0949,70.0949
1438,100.868,100.867,100.867,100.868,100.867,96.0749,100.867,100.866,100.867,100.867,100.867,100.867,100.872,100.867,100.867,100.867,100.867,100.867,100.867,100.867,100.867,100.868,100.867,100.867,100.867,100.867,100.867,100.867,100.867,100.867,100.867,101.343,6.77391,134.84,101.328,100.924,101.4,101.236,100.867,100.867,100.867,100.867,100.867,116.373,100.867,20532.4,100.867,100.867,100.867,100.867
1439,100.845,100.845,100.845,100.845,100.845,100.706,100.845,100.845,100.845,100.845,100.845,100.845,100.852,100.845,100.845,100.845,100.845,100.845,100.845,100.845,100.845,100.846,100.845,100.845,100.845,100.845,100.845,100.845,100.845,100.845,100.845,98.7173,7.16999,117.854,101.403,100.912,101.464,101.214,100.845,100.845,100.845,100.845,100.845,115.528,100.845,7141.43,100.845,100.845,100.845,100.845
1440,101.312,101.311,101.311,101.312,101.311,101.827,101.311,101.311,101.311,101.311,101.311,101.311,101.319,101.311,101.311,101.311,101.311,101.311,101.311,101.311,101.311,101.313,101.311,101.311,101.311,101.311,101.311,101.311,101.311,101.311,101.311,99.2541,6.92972,110.171,101.939,101.383,101.983,101.68,101.311,101.311,101.311,101.311,101.311,115.096,101.311,20471.9,101.311,101.311,101.311,101.311
1441,93.9252,93.9253,93.9252,93.9252,93.9253,95.8849,93.9253,93.9253,93.9253,93.9253,93.9253,93.9253,93.9323,93.9253,93.9253,93.9253,93.9253,93.9253,93.9253,93.9253,93.9253,93.9269,93.9252,93.9253,93.9253,93.9253,93.9253,93.9252,93.9253,93.9253,93.9253,93.5169,6.68171,99.5501,94.6082,94.0018,94.6512,94.2941,93.9253,93.9253,93.9253,93.9253,93.9253,102.947,93.9252,7110.84,93.9253,93.9253,93.9253,93.9253
1442,78.3813,78.3822,78.382,78.3814,78.3822,81.5497,78.3822,78.3833,78.382,78.3822,78.3822,78.3822,78.387,78.3822,78.3822,78.3822,78.3822,78.3822,78.3822,78.3822,78.3822,78.3835,78.3822,78.3822,78.3822,78.3822,78.3822,78.3822,78.3822,78.3822,78.3822,78.7511,6.05054,79.702,79.0802,78.4589,79.1349,78.7509,78.3822,78.3822,78.3822,78.3822,78.3822,79.6582,78.3822,20456.3,78.3822,78.3822,78.3822,78.3822
1443,72.3321,72.3323,72.3323,72.3321,72.3323,74.1549,72.3323,72.3326,72.3323,72.3323,72.3323,72.3323,72.3359,72.3323,72.3323,72.3323,72.3323,72.3323,72.3323,72.3323,72.3323,72.3334,72.3323,72.3323,72.3323,72.3323,72.3323,72.3323,72.3323,72.3323,72.3323,73.965,5.22334,72.8224,72.9925,72.4048,73.0443,72.701,72.3323,72.3323,72.3323,72.3323,72.3323,71.4983,72.3323,7093.24,72.3323,72.3323,72.3323,72.3323
1444,70.7148,70.7146,70.7146,70.7147,70.7146,71.594,70.7146,70.7145,70.7147,70.7146,70.7146,70.7146,70.7173,70.7146,70.7146,70.7146,70.7146,70.7146,70.7146,70.7146,70.7146,70.7155,70.7146,70.7146,70.7146,70.7146,70.7146,70.7146,70.7146,70.7146,70.7146,72.0639,4.96541,71.206,71.3537,70.786,71.4126,71.0831,70.7146,70.7146,70.7146,70.7146,70.7146,68.7831,70.7146,20437.5,70.7146,70.7146,70.7146,70.7146
1445,65.4601,65.4605,65.4604,65.4602,65.4605,66.5127,65.4605,65.4609,65.4604,65.4605,65.4605,65.4605,65.4621,65.4605,65.4605,65.4605,65.4605,65.4605,65.4605,65.4605,65.4605,65.4611,65.4605,65.4605,65.4605,65.4605,65.4605,65.4605,65.4605,65.4605,65.4605,66.4921,4.89848,65.6163,66.0764,65.5313,66.1509,65.8289,65.4605,65.4605,65.4605,65.4605,65.4605,61.6211,65.4605,7071.58,65.4605,65.4605,65.4605,65.4605
1446,62.0501,62.0503,62.0503,62.0501,62.0503,62.6955,62.0503,62.0505,62.0503,62.0503,62.0503,62.0503,62.0513,62.0503,62.0503,62.0503,62.0503,62.0503,62.0503,62.0503,62.0503,62.0508,62.0503,62.0503,62.0503,62.0503,62.0503,62.0503,62.0503,62.0503,62.0503,63.4688,4.84641,62.1166,62.6365,62.1185,62.7151,62.4187,62.0503,62.0503,62.0503,62.0503,62.0503,57.888,62.0503,20415.9,62.0503,62.0503,62.0503,62.0503
1447,65.0675,65.0676,65.0676,65.0675,65.0676,64.1748,65.0676,65.0677,65.0675,65.0676,65.0676,65.0676,65.0686,65.0676,65.0676,65.0676,65.0676,65.0676,65.0676,65.0676,65.0676,65.068,65.0676,65.0676,65.0676,65.0676,65.0676,65.0675,65.0676,65.0676,65.0676,66.7211,4.81214,65.1034,65.6367,65.134,65.7181,65.4358,65.0676,65.0676,65.0676,65.0676,65.0676,62.4502,65.0675,7081.4,65.0676,65.0676,65.0676,65.0676
1448,63.8749,63.8748,63.8749,63.8749,63.8748,63.8315,63.8748,63.8748,63.8749,63.8748,63.8748,63.8748,63.8755,63.8748,63.8748,63.8748,63.8748,63.8748,63.8748,63.8748,63.8748,63.8752,63.8748,63.8748,63.8748,63.8748,63.8748,63.8748,63.8748,63.8748,63.8748,66.516,4.78771,63.8915,64.4628,63.9407,64.5305,64.243,63.8748,63.8748,63.8748,63.8748,63.8748,60.8305,63.8748,20443.1,63.8748,63.8748,63.8748,63.8748
1449,96.187,96.1851,96.1855,96.1867,96.1851,90.2815,96.1851,96.183,96.1856,96.1851,96.1851,96.1851,96.1888,96.1851,96.1851,96.1851,96.1851,96.1851,96.1851,96.1851,96.1851,96.1861,96.1851,96.1851,96.1851,96.1851,96.1851,96.185,96.1851,96.1851,96.1851,98.8201,5.60549,117.25,96.7668,96.2498,96.8383,96.5532,96.1851,96.1851,96.1851,96.1851,96.1851,104.178,96.185,7124.09,96.1851,96.1851,96.1851,96.1851
1450,101.388,101.388,101.388,101.388,101.388,99.9894,101.388,101.388,101.388,101.388,101.388,101.388,101.393,101.388,101.388,101.388,101.388,101.388,101.388,101.388,101.388,101.389,101.388,101.388,101.388,101.388,101.388,101.388,101.388,101.388,101.388,103.664,6.12633,112.919,102.064,101.465,102.126,101.756,101.388,101.388,101.388,101.388,101.388,110.068,101.388,20479.2,101.388,101.388,101.388,101.388
1451,85.8326,85.8335,85.8333,85.8327,85.8335,88.1779,85.8335,85.8346,85.8333,85.8335,85.8335,85.8335,85.8373,85.8335,85.8335,85.8335,85.8335,85.8335,85.8335,85.8335,85.8335,85.8346,85.8335,85.8335,85.8335,85.8335,85.8335,85.8335,85.8335,85.8335,85.8335,89.7099,5.83677,88.5152,86.5644,85.9126,86.6229,86.2014,85.8335,85.8335,85.8335,85.8335,85.8335,88.7325,85.8335,7114.79,85.8335,85.8335,85.8335,85.8335
1452,73.7188,73.7194,73.7193,73.7189,73.7194,76.3147,73.7194,73.7201,73.7192,73.7194,73.7194,73.7194,73.7215,73.7194,73.7194,73.7194,73.7194,73.7194,73.7194,73.7194,73.7194,73.7202,73.7194,73.7194,73.7194,73.7194,73.7194,73.7194,73.7194,73.7194,73.7194,78.4981,5.18591,74.5149,74.4443,73.7954,74.4935,74.0872,73.7194,73.7194,73.7194,73.7194,73.7194,71.6894,73.7194,20452.3,73.7194,73.7194,73.7194,73.7194
1453,71.7462,71.7463,71.7463,71.7462,71.7463,72.6948,71.7463,71.7465,71.7463,71.7463,71.7463,71.7463,71.748,71.7463,71.7463,71.7463,71.7463,71.7463,71.7463,71.7463,71.7463,71.747,71.7463,71.7463,71.7463,71.7463,71.7463,71.7463,71.7463,71.7463,71.7463,78.7271,4.95508,72.1106,72.4295,71.818,72.4767,72.1141,71.7463,71.7463,71.7463,71.7463,71.7463,69.9048,71.7463,7084.05,71.7463,71.7463,71.7463,71.7463
1454,71.9313,71.9313,71.9313,71.9313,71.9313,72.1373,71.9313,71.9314,71.9313,71.9313,71.9313,71.9313,71.9326,71.9313,71.9313,71.9313,71.9313,71.9313,71.9313,71.9313,71.9313,71.9319,71.9313,71.9313,71.9313,71.9313,71.9313,71.9313,71.9313,71.9313,71.9313,80.2701,4.88783,72.0909,72.616,72.0019,72.6566,72.2989,71.9313,71.9313,71.9313,71.9313,71.9313,69.9706,71.9313,20438.0,71.9313,71.9313,71.9313,71.9313
1455,65.5903,65.5907,65.5906,65.5904,65.5907,66.7089,65.5907,65.5911,65.5906,65.5907,65.5907,65.5907,65.591,65.5907,65.5907,65.5907,65.5907,65.5907,65.5907,65.5907,65.5907,65.5911,65.5907,65.5907,65.5907,65.5907,65.5907,65.5907,65.5907,65.5907,65.5907,74.9124,4.84203,65.6511,66.2759,65.6606,66.3113,65.9582,65.5907,65.5907,65.5907,65.5907,65.5907,61.2254,65.5907,7095.24,65.5907,65.5907,65.5907,65.5907
1456,59.9151,59.9155,59.9154,59.9152,59.9155,60.9269,59.9155,59.9158,59.9154,59.9155,59.9155,59.9155,59.9148,59.9155,59.9155,59.9155,59.9155,59.9155,59.9155,59.9155,59.9155,59.9156,59.9155,59.9155,59.9155,59.9155,59.9155,59.9154,59.9155,59.9155,59.9155,71.1287,4.80866,59.9423,60.5651,59.982,60.6016,60.2829,59.9155,59.9155,59.9155,59.9155,59.9155,54.2504,59.9154,20431.2,59.9155,59.9155,59.9155,59.9155
1457,72.1136,72.1123,72.1126,72.1134,72.1123,69.6913,72.1123,72.1109,72.1127,72.1123,72.1123,72.1123,72.1128,72.1123,72.1123,72.1123,72.1123,72.1123,72.1123,72.1123,72.1123,72.1127,72.1123,72.1123,72.1123,72.1123,72.1123,72.1123,72.1123,72.1123,72.1123,86.2005,4.96205,77.0884,72.7248,72.1751,72.7614,72.4797,72.1123,72.1123,72.1123,72.1123,72.1123,71.687,72.1123,7101.45,72.1123,72.1123,72.1123,72.1123
1458,99.6335,99.633,99.6331,99.6334,99.633,94.454,99.633,99.6324,99.6331,99.633,99.633,99.633,99.6362,99.633,99.633,99.633,99.633,99.633,99.633,99.633,99.633,99.634,99.633,99.633,99.633,99.633,99.633,99.633,99.633,99.633,99.633,111.483,5.87652,124.083,100.275,99.7044,100.319,100.0,99.633,99.633,99.633,99.633,99.633,107.879,99.633,20520.1,99.633,99.633,99.633,99.633
1459,95.5216,95.5215,95.5216,95.5216,95.5215,95.6583,95.5215,95.5214,95.5216,95.5215,95.5215,95.5215,95.5251,95.5215,95.5215,95.5215,95.5215,95.5215,95.5215,95.5215,95.5215,95.5226,95.5215,95.5215,95.5215,95.5215,95.5215,95.5215,95.5215,95.5215,95.5215,107.387,5.8772,101.375,96.2534,95.5963,96.2787,95.8887,95.5215,95.5215,95.5215,95.5215,95.5215,101.749,95.5215,7142.32,95.5215,95.5215,95.5215,95.5215
1460,104.152,104.152,104.152,104.152,104.152,103.244,104.152,104.152,104.152,104.152,104.152,104.152,104.157,104.152,104.152,104.152,104.152,104.152,104.152,104.152,104.152,104.154,104.152,104.152,104.152,104.152,104.152,104.152,104.152,104.152,104.152,115.751,5.89135,117.205,104.915,104.23,104.938,104.519,104.152,104.152,104.152,104.152,104.152,113.443,104.152,20504.3,104.152,104.152,104.152,104.152
1461,112.02,112.02,112.02,112.02,112.02,111.275,112.02,112.019,112.02,112.02,112.02,112.02,112.026,112.02,112.02,112.02,112.02,112.02,112.02,112.02,112.02,112.021,112.02,112.02,112.02,112.02,112.02,112.02,112.02,112.02,112.02,123.952,6.19013,124.882,112.844,112.098,112.859,112.387,112.02,112.02,112.02,112.02,112.02,122.984,112.02,7107.85,112.02,112.02,112.02,112.02
1462,104.84,104.84,104.84,104.84,104.84,106.257,104.84,104.84,104.84,104.84,104.84,104.84,104.846,104.84,104.84,104.84,104.84,104.84,104.84,104.84,104.84,104.842,104.84,104.84,104.84,104.84,104.84,104.84,104.84,104.84,104.84,118.397,6.09544,110.215,105.744,104.924,105.739,105.207,104.84,104.84,104.84,104.84,104.84,111.525,104.84,20410.4,104.84,104.84,104.84,104.84
1463,100.073,100.073,100.073,100.073,100.073,101.543,100.073,100.073,100.073,100.073,100.073,100.073,100.078,100.073,100.073,100.073,100.073,100.073,100.073,100.073,100.073,100.074,100.073,100.073,100.073,100.073,100.073,100.073,100.073,100.073,100.073,114.577,5.61063,102.447,100.978,100.163,100.987,100.44,100.073,100.073,100.073,100.073,100.073,104.023,100.073,7086.73,100.073,100.073,100.073,100.073
1464,93.5192,93.5196,93.5195,93.5193,93.5196,95.1485,93.5196,93.52,93.5195,93.5196,93.5196,93.5196,93.5235,93.5196,93.5196,93.5196,93.5196,93.5196,93.5196,93.5196,93.5196,93.521,93.5196,93.5196,93.5196,93.5196,93.5196,93.5196,93.5196,93.5196,93.5196,108.889,5.23414,94.2811,94.4444,93.6106,94.4461,93.8863,93.5196,93.5196,93.5196,93.5196,93.5196,94.1789,93.5196,20423.4,93.5196,93.5196,93.5196,93.5196
1465,91.784,91.7844,91.7843,91.784,91.7844,92.3328,91.7844,91.7848,91.7843,91.7844,91.7844,91.7844,91.7876,91.7844,91.7844,91.7844,91.7844,91.7844,91.7844,91.7844,91.7844,91.7856,91.7844,91.7844,91.7844,91.7844,91.7844,91.7843,91.7844,91.7844,91.7844,107.036,4.97774,92.0691,92.7039,91.8729,92.7108,92.151,91.7844,91.7844,91.7844,91.7844,91.7844,91.6258,91.7843,7076.9,91.7844,91.7844,91.7844,91.7844
1466,129.002,129.0,129.001,129.002,129.0,123.399,129.0,128.998,129.001,129.0,129.0,129.0,129.007,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.002,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,141.747,6.27665,159.084,129.934,129.087,129.923,129.367,129.0,129.0,129.0,129.0,129.0,141.766,129.0,20452.9,129.0,129.0,129.0,129.0
1467,126.19,126.19,126.19,126.19,126.19,126.388,126.19,126.189,126.19,126.19,126.19,126.19,126.197,126.19,126.19,126.19,126.19,126.19,126.19,126.19,126.19,126.192,126.19,126.19,126.19,126.19,126.19,126.19,126.19,126.19,126.19,139.111,6.75629,140.96,127.231,126.29,127.213,126.556,126.19,126.19,126.19,126.19,126.19,135.682,126.19,7110.36,126.19,126.19,126.19,126.19
1468,111.701,111.702,111.702,111.701,111.702,114.167,111.702,111.703,111.702,111.702,111.702,111.702,111.708,111.702,111.702,111.702,111.702,111.702,111.702,111.702,111.702,111.704,111.702,111.702,111.702,111.702,111.702,111.702,111.702,111.702,111.702,125.659,6.30085,115.326,112.777,111.811,112.758,112.068,111.702,111.702,111.702,111.702,111.702,115.148,111.702,20450.8,111.702,111.702,111.702,111.702
